# timestamp x y z qx qy qz qw
1344081605.386030 75.840365 109.017645 -3.295762 -0.015222 0.001396 -0.303855 0.952596
1344081605.785133 75.844220 109.016495 -3.295640 -0.015340 0.003176 -0.304669 0.952329
1344081606.186537 75.841899 109.017188 -3.295714 -0.015198 0.006844 -0.304129 0.952485
1344081606.587185 75.826951 109.022068 -3.295806 -0.015454 0.001137 -0.306999 0.951584
1344081606.984958 75.827893 109.021756 -3.295803 -0.015753 -0.001710 -0.306825 0.951634
1344081607.389754 75.841957 109.017169 -3.295712 -0.015775 0.006056 -0.303831 0.952576
1344081607.792171 75.840821 109.017507 -3.295748 -0.015905 0.007466 -0.303737 0.952594
1344081608.186993 75.830664 109.020831 -3.295794 -0.015895 0.002717 -0.306290 0.951802
1344081608.586580 75.829653 109.021165 -3.295797 -0.015844 0.006266 -0.306544 0.951704
1344081608.989092 75.829653 109.021165 -3.295797 -0.015802 0.004095 -0.306565 0.951710
1344081609.391562 75.829653 109.021165 -3.295797 -0.015892 0.002540 -0.305777 0.951967
1344081609.785740 75.833060 109.020042 -3.295786 -0.015894 0.001180 -0.304892 0.952254
1344081610.185854 75.833060 109.020042 -3.295786 -0.015389 0.001504 -0.304653 0.952338
1344081610.585236 75.830299 109.020951 -3.295795 -0.015416 -0.001596 -0.305515 0.952061
1344081610.988662 75.827998 109.021710 -3.295802 -0.015469 -0.007432 -0.306145 0.951830
1344081611.390988 75.839995 109.017763 -3.295763 -0.015265 -0.002430 -0.303272 0.952779
1344081611.793762 75.844553 109.016396 -3.295629 -0.015174 -0.000260 -0.304445 0.952409
1344081612.185822 75.827071 109.022013 -3.295805 -0.015229 -0.014977 -0.305986 0.951796
1344081612.595139 75.834789 109.019471 -3.295780 -0.015078 -0.009591 -0.303988 0.952508
1344081612.988102 75.841595 109.017279 -3.295723 -0.015374 -0.013751 -0.303164 0.952715
1344081613.389634 75.849627 109.014887 -3.295468 -0.015363 -0.005236 -0.305763 0.951969
1344081613.792288 75.832179 109.020363 -3.295789 -0.015651 -0.019850 -0.303968 0.952347
1344081614.194652 75.836382 109.018985 -3.295775 -0.015621 -0.014780 -0.303268 0.952663
1344081614.595472 75.849736 109.014887 -3.295465 -0.015540 -0.006310 -0.304767 0.952279
1344081614.990237 75.840491 109.017661 -3.295759 -0.015696 -0.013487 -0.304877 0.952167
1344081615.392485 75.834765 109.019541 -3.295781 -0.015881 -0.016679 -0.303731 0.952479
1344081615.787865 75.841234 109.017449 -3.295736 -0.015831 -0.010872 -0.303304 0.952700
1344081616.188702 75.853031 109.013924 -3.295361 -0.015815 -0.005467 -0.305139 0.952161
1344081616.590185 75.838561 109.018318 -3.295769 -0.016176 -0.017850 -0.304474 0.952216
1344081616.991147 75.838739 109.018260 -3.295768 -0.016021 -0.017693 -0.303898 0.952406
1344081617.392092 75.853579 109.013779 -3.295344 -0.015198 -0.005892 -0.305032 0.952203
1344081617.793039 75.843643 109.016764 -3.295660 -0.015598 -0.011546 -0.305377 0.952034
1344081618.194066 75.834451 109.019691 -3.295782 -0.015630 -0.018600 -0.303763 0.952438
1344081618.594951 75.848264 109.015402 -3.295514 -0.015699 -0.008059 -0.304061 0.952489
1344081618.995736 75.853058 109.013966 -3.295361 -0.015722 -0.008234 -0.305473 0.952035
1344081619.395503 75.843111 109.016953 -3.295678 -0.016073 -0.011011 -0.305351 0.952040
1344081619.795212 75.840216 109.017825 -3.295764 -0.015941 -0.009008 -0.304494 0.952338
1344081620.196991 75.837425 109.018742 -3.295773 -0.015841 -0.015569 -0.303983 0.952419
1344081620.595517 75.849901 109.014929 -3.295462 -0.015748 -0.001602 -0.305957 0.951914
1344081620.995415 75.844616 109.016512 -3.295630 -0.016023 -0.007426 -0.306133 0.951825
1344081621.395706 75.829092 109.021504 -3.295801 -0.015850 -0.011489 -0.303925 0.952495
1344081621.788695 75.829090 109.021505 -3.295801 -0.015961 -0.015391 -0.303300 0.952637
1344081622.196443 75.847607 109.015643 -3.295536 -0.015819 0.000406 -0.304818 0.952279
1344081622.595146 75.842202 109.017264 -3.295707 -0.015692 -0.004022 -0.306128 0.951852
1344081622.995647 75.824863 109.022918 -3.295815 -0.015950 -0.008379 -0.303688 0.952601
1344081623.389291 75.826175 109.022489 -3.295811 -0.016056 -0.007301 -0.303108 0.952793
1344081623.791836 75.840584 109.017780 -3.295758 -0.015769 0.006112 -0.304953 0.952217
1344081624.195229 75.829541 109.021410 -3.295800 -0.015539 -0.001283 -0.304646 0.952338
1344081624.595434 75.819747 109.024625 -3.295833 -0.015438 -0.002722 -0.305106 0.952189
1344081624.995138 75.825417 109.022764 -3.295814 -0.015402 -0.000226 -0.303469 0.952717
1344081625.390680 75.833651 109.020068 -3.295786 -0.015469 0.003854 -0.304106 0.952505
1344081625.793492 75.827623 109.022046 -3.295806 -0.015493 0.004508 -0.303801 0.952599
1344081626.192951 75.815900 109.025888 -3.295846 -0.015653 -0.001478 -0.305993 0.951904
1344081626.595446 75.821362 109.024090 -3.295827 -0.015538 0.000254 -0.304041 0.952532
1344081626.995131 75.830147 109.021217 -3.295798 -0.015500 0.005829 -0.303070 0.952825
1344081627.395325 75.822191 109.023817 -3.295824 -0.015730 0.000872 -0.303038 0.952848
1344081627.789768 75.816244 109.025767 -3.295845 -0.015943 -0.001619 -0.305702 0.951993
1344081628.192374 75.825653 109.022671 -3.295813 -0.015959 0.001531 -0.308636 0.951045
1344081628.595296 75.817193 109.025920 -3.295847 -0.013267 -0.033619 -0.369459 0.928544
1344081628.992891 75.823382 109.022697 -3.295811 -0.011861 -0.055289 -0.455791 0.888289
1344081629.395350 75.867362 108.998454 -3.294649 -0.009901 -0.058673 -0.540705 0.839105
1344081629.796635 75.889858 108.984722 -3.293774 -0.008020 -0.164673 -0.587678 0.792119
1344081630.195301 75.946899 108.944263 -3.291406 -0.004887 -0.263162 -0.635344 0.725989
1344081630.595529 76.223591 108.728617 -3.279200 0.000195 -0.209584 -0.685384 0.697369
1344081630.995383 76.697791 108.325401 -3.256486 0.008981 -0.097857 -0.730842 0.675436
1344081631.395752 77.203643 107.857154 -3.229913 0.014732 -0.034790 -0.764458 0.643566
1344081631.792479 77.715979 107.354172 -3.200778 0.014603 0.031600 -0.804157 0.593397
1344081632.191041 78.185435 106.857868 -3.171782 0.018861 0.063875 -0.826847 0.558469
1344081632.592058 78.608231 106.405084 -3.144420 0.001982 0.034723 -0.830900 0.555334
1344081632.992874 78.940996 106.038763 -3.121873 0.016172 -0.007366 -0.824714 0.565271
1344081633.393879 79.247066 105.719830 -3.101118 0.036976 -0.056318 -0.779228 0.623109
