# timestamp x y z qx qy qz qw
1335704127.712909 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1335704128.112920 0.012531 -0.012505 -0.001224 0.000000 0.000000 0.000516 1.000000
1335704128.512940 0.027528 0.008067 -0.009140 0.000000 0.000000 0.001195 0.999999
1335704128.912963 0.011749 0.001565 -0.001695 0.000000 0.000000 -0.000168 1.000000
1335704129.312981 0.011737 -0.007766 -0.004122 0.000000 0.000000 0.000242 1.000000
1335704129.713031 0.022212 0.008721 -0.002167 0.000000 0.000000 0.000668 1.000000
1335704130.113040 0.023643 -0.009585 -0.003893 0.000000 0.000000 0.001265 0.999999
1335704130.513037 0.018414 -0.013048 -0.003102 0.000000 0.000000 0.000086 1.000000
1335704130.913063 0.012986 -0.003836 -0.000569 0.000000 0.000000 0.000051 1.000000
1335704131.313089 0.027577 0.001460 -0.002359 0.000000 0.000000 0.000233 1.000000
1335704131.713120 0.029941 -0.016931 -0.003950 0.000000 0.000000 0.000635 1.000000
1335704132.113151 0.028599 -0.010211 -0.001099 0.000000 0.000000 0.000360 1.000000
1335704132.513154 0.025382 -0.002064 -0.001443 0.000000 0.000000 0.000044 1.000000
1335704132.913184 0.026183 -0.005452 -0.002238 0.000000 0.000000 0.000321 1.000000
1335704133.313210 0.026960 -0.016296 -0.001268 0.000000 0.000000 0.001168 0.999999
1335704133.713225 0.023432 -0.015397 -0.008842 0.000000 0.000000 0.000968 1.000000
1335704134.113262 0.008322 -0.017005 -0.010868 0.000000 0.000000 0.000109 1.000000
1335704134.513265 0.004008 -0.023295 -0.007820 0.000000 0.000000 0.000180 1.000000
1335704134.913289 0.021028 -0.027919 -0.007048 0.000000 0.000000 0.000122 1.000000
1335704135.313306 0.028236 -0.019376 -0.004556 0.000000 0.000000 0.000470 1.000000
1335704135.713330 0.011086 -0.022572 -0.009616 0.000000 0.000000 0.000279 1.000000
1335704136.113363 -0.004131 -0.040604 -0.014833 0.000000 0.000000 -0.000216 1.000000
1335704136.513370 0.002284 -0.018820 -0.010690 0.000000 0.000000 -0.000032 1.000000
1335704136.913381 0.014005 -0.021837 -0.007441 0.000000 0.000000 0.000055 1.000000
1335704137.313411 -0.007370 -0.042261 -0.008230 0.000000 0.000000 0.000327 1.000000
1335704137.713430 0.000982 -0.027801 -0.011542 0.000000 0.000000 -0.000129 1.000000
