# timestamp x y z qx qy qz qw
1335704127.712909 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1335704128.112920 0.023876 -0.019690 -0.002283 0.000049 0.000235 0.000441 1.000000
1335704128.512940 0.033148 -0.062667 -0.005720 0.000297 0.001100 -0.000008 0.999999
1335704128.912963 0.076824 -0.017455 -0.000162 0.000042 -0.000042 -0.000685 1.000000
1335704129.312981 0.094286 -0.026534 -0.000347 0.000058 0.000334 -0.000113 1.000000
1335704129.713031 0.120731 -0.026794 -0.000744 0.000026 0.000106 0.000469 1.000000
1335704130.113040 0.119996 -0.031299 -0.005275 0.000318 0.001972 0.000601 0.999998
1335704130.513037 0.151695 -0.036317 -0.013247 0.000303 0.001355 -0.000429 0.999999
1335704130.913063 0.160396 -0.040956 -0.010310 0.000267 0.001316 -0.000377 0.999999
1335704131.313089 0.206032 -0.036364 -0.011431 0.000283 0.001234 0.000071 0.999999
1335704131.713120 0.229643 -0.058164 -0.008718 0.000258 0.001554 0.000550 0.999999
1335704132.113151 0.231608 -0.056370 -0.008675 0.000287 0.001660 0.000236 0.999999
1335704132.513154 0.276492 -0.034507 -0.008604 0.000230 0.001459 0.000857 0.999999
1335704132.913184 0.287280 -0.042496 -0.016267 0.000214 0.001784 0.001000 0.999998
1335704133.313210 0.318964 -0.061532 -0.012952 0.000241 0.002189 0.001874 0.999996
1335704133.713225 0.314998 -0.066692 -0.018597 0.000419 0.003148 0.001909 0.999993
1335704134.113262 0.313692 -0.067555 -0.020668 0.000405 0.003080 0.001085 0.999995
1335704134.513265 0.326246 -0.066104 -0.021172 0.000449 0.003169 0.001519 0.999994
1335704134.913289 0.414842 -0.072176 -0.020666 0.000447 0.003424 0.003163 0.999989
1335704135.313306 0.426009 -0.082812 -0.019248 0.000412 0.003549 0.003780 0.999986
1335704135.713330 0.435849 -0.097712 -0.015624 0.000430 0.004059 0.003675 0.999985
1335704136.113363 0.452955 -0.101062 -0.014564 0.000408 0.004849 0.003244 0.999983
1335704136.513370 0.464156 -0.099806 -0.012203 0.000340 0.004735 0.002702 0.999985
1335704136.913381 0.507560 -0.113214 -0.018376 0.000334 0.004759 0.002945 0.999984
1335704137.313411 0.466474 -0.168546 -0.021613 0.000555 0.006726 0.001895 0.999975
1335704137.713430 0.499615 -0.171227 -0.020890 0.000545 0.006556 0.001479 0.999977
1335704138.113454 0.515442 -0.186575 -0.019337 0.000682 0.007603 0.001997 0.999969
1335704138.513463 0.497272 -0.184811 -0.012572 0.000311 0.005274 0.000584 0.999986
1335704138.913490 0.486865 -0.201694 -0.009957 0.000271 0.005786 0.000920 0.999983
1335704139.313524 0.503543 -0.215028 -0.008784 0.000427 0.006288 0.001828 0.999978
1335704139.713527 0.592053 -0.183819 -0.004382 0.000367 0.006344 0.004724 0.999969
1335704140.113553 0.645749 -0.210565 0.004125 0.000207 0.003506 0.006473 0.999973
1335704140.513575 0.671166 -0.228217 0.004956 0.000172 0.004023 0.006839 0.999969
1335704140.913594 0.685120 -0.237224 0.010752 0.000458 0.004891 0.007153 0.999962
1335704141.313628 0.710526 -0.233493 0.009695 0.000405 0.004793 0.006648 0.999966
1335704141.713638 0.730265 -0.244277 0.012588 0.000348 0.004565 0.007182 0.999964
1335704142.113657 0.785487 -0.250727 0.010708 0.000275 0.004146 0.008607 0.999954
1335704142.513679 0.793947 -0.262673 0.012523 0.000423 0.005288 0.009397 0.999942
1335704142.913704 0.833630 -0.237582 0.024617 0.000223 0.002836 0.009406 0.999952
1335704143.313721 0.906588 -0.226438 0.021894 0.000122 0.002044 0.010437 0.999943
1335704143.713739 0.926076 -0.249731 0.025202 0.000248 0.004385 0.011399 0.999925
1335704144.113759 0.968139 -0.256864 0.014710 0.000227 0.004148 0.011418 0.999926
1335704144.513777 0.954591 -0.280013 0.012893 0.000300 0.004503 0.011016 0.999929
1335704144.913790 0.992984 -0.247934 0.014693 0.000039 0.002605 0.011144 0.999935
1335704145.313823 0.981563 -0.301032 0.007899 0.000241 0.004500 0.011052 0.999929
1335704145.713831 1.017339 -0.286295 0.007262 0.000149 0.004065 0.010507 0.999937
1335704146.113863 1.027920 -0.298919 0.009175 0.000204 0.004341 0.010962 0.999930
1335704146.513885 0.977435 -0.308159 0.004234 0.000262 0.004171 0.009278 0.999948
1335704146.913903 0.954917 -0.327984 0.004049 0.000155 0.004136 0.007650 0.999962
1335704147.313926 0.986696 -0.313344 0.008250 0.000054 0.004129 0.008600 0.999954
1335704147.713943 1.027440 -0.319303 0.007965 0.000056 0.004063 0.008938 0.999952
1335704148.113964 1.043057 -0.315849 0.008976 0.000046 0.004117 0.008743 0.999953
1335704148.513987 1.071995 -0.329559 0.012798 -0.000019 0.004340 0.010861 0.999932
1335704148.914023 1.146092 -0.379466 -0.036688 0.000632 -0.017162 0.010267 0.999800
1335704149.314027 1.315689 -0.371294 -0.075081 -0.000112 -0.041853 -0.003762 0.999117
1335704149.714038 1.474476 -0.288131 -0.049765 -0.002212 -0.098378 -0.040057 0.994340
1335704150.114065 1.701382 -0.343960 0.042885 -0.004161 -0.117796 -0.089439 0.988993
1335704150.514081 2.126246 -0.450800 0.030818 -0.001420 -0.078026 -0.140847 0.986951
1335704150.914107 2.695054 -0.751420 -0.031746 0.004966 -0.045408 -0.184506 0.981769
1335704151.314129 3.289589 -0.978236 -0.104106 0.002366 -0.026775 -0.198321 0.979768
1335704151.714150 3.865416 -1.111554 -0.057913 0.002785 0.001465 -0.194674 0.980863
1335704152.114169 4.456532 -1.327638 0.042656 0.006523 0.013646 -0.194880 0.980710
1335704152.514257 5.041958 -1.533374 0.045112 0.017172 0.009288 -0.198481 0.979910
1335704152.914215 5.330275 -1.676304 -0.057798 0.026759 0.012507 -0.204549 0.978410
1335704153.314358 5.465741 -1.823485 -0.070756 0.007336 -0.039922 -0.209610 0.976942
1335704153.714253 5.883668 -1.974883 -0.030545 0.001043 -0.054755 -0.202295 0.977792
1335704154.114323 6.339705 -2.112746 0.062162 0.004567 -0.053967 -0.206512 0.976944
1335704154.514306 6.865156 -2.320521 0.072283 0.005542 -0.059166 -0.208308 0.976256
1335704154.914314 7.427389 -2.535198 0.014243 0.009138 -0.044980 -0.211706 0.976255
1335704155.314338 8.000714 -2.776116 0.046051 0.014374 -0.030307 -0.213367 0.976396
1335704155.714358 8.643573 -3.105493 0.050950 0.028589 0.041965 -0.211873 0.975977
1335704156.114387 9.066792 -3.314633 0.111029 0.018836 0.007107 -0.216628 0.976047
