time,phase,gt_x,gt_y,gt_z,gt_yaw,cmd_lin,cmd_ang
0.100,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.200,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.300,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.400,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.500,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.600,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.700,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.800,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.900,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.000,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.100,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.200,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.300,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.400,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.500,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.600,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.700,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.800,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.900,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.000,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.100,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.200,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.300,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.400,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.500,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.600,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.700,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.800,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.900,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.000,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.100,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.200,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.300,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.400,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.500,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.600,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.700,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.800,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.900,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.000,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.100,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.200,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.300,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.400,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.500,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.600,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.700,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.800,outbound,-94.959,-6.007,0.086,0.0653,0.800,-0.063
4.900,outbound,-94.934,-6.006,0.087,0.0527,0.800,-0.063
5.000,outbound,-94.869,-6.003,0.087,0.0490,0.758,-0.021
5.100,outbound,-94.789,-6.001,0.086,0.0500,0.758,0.063
5.200,outbound,-94.707,-5.998,0.087,0.0524,0.800,0.063
5.300,outbound,-94.627,-5.994,0.087,0.0451,0.800,0.063
5.400,outbound,-94.548,-5.990,0.088,0.0439,0.800,0.063
5.500,outbound,-94.464,-5.987,0.085,0.0471,0.758,0.063
5.600,outbound,-94.383,-5.983,0.086,0.0440,0.758,0.147
5.700,outbound,-94.303,-5.981,0.087,0.0445,0.800,0.063
5.800,outbound,-94.220,-5.979,0.087,0.0435,0.800,0.147
5.900,outbound,-94.146,-5.976,0.087,0.0463,0.758,0.147
6.000,outbound,-94.068,-5.972,0.088,0.0547,0.758,0.189
6.100,outbound,-93.988,-5.971,0.088,0.0601,0.800,0.147
6.200,outbound,-93.906,-5.968,0.086,0.0650,0.800,0.147
6.300,outbound,-93.829,-5.961,0.087,0.0698,0.800,0.105
6.400,outbound,-93.748,-5.956,0.087,0.0749,0.758,0.105
6.500,outbound,-93.668,-5.953,0.088,0.0773,0.758,0.189
6.600,outbound,-93.587,-5.950,0.086,0.0782,0.800,0.232
6.700,outbound,-93.510,-5.948,0.087,0.0852,0.800,0.232
6.800,outbound,-93.431,-5.942,0.088,0.0870,0.758,0.274
6.900,outbound,-93.352,-5.938,0.087,0.0920,0.800,0.316
7.000,outbound,-93.273,-5.931,0.088,0.0948,0.800,0.274
7.100,outbound,-93.191,-5.923,0.088,0.1023,0.800,0.274
7.200,outbound,-93.110,-5.919,0.087,0.1074,0.800,0.358
7.300,outbound,-93.030,-5.911,0.089,0.1204,0.800,0.400
7.400,outbound,-92.947,-5.902,0.086,0.1309,0.800,0.358
7.500,outbound,-92.868,-5.896,0.088,0.1410,0.800,0.400
7.600,outbound,-92.788,-5.888,0.089,0.1502,0.800,0.358
7.700,outbound,-92.707,-5.875,0.090,0.1660,0.800,0.400
7.800,outbound,-92.628,-5.861,0.088,0.1816,0.800,0.400
7.900,outbound,-92.548,-5.850,0.091,0.1895,0.800,0.400
8.000,outbound,-92.474,-5.835,0.089,0.2030,0.000,0.000
8.100,outbound,-92.417,-5.828,0.089,0.2119,0.758,0.105
8.200,outbound,-92.349,-5.816,0.088,0.2116,0.758,0.105
8.300,outbound,-92.275,-5.797,0.090,0.2203,0.800,0.105
8.400,outbound,-92.196,-5.780,0.090,0.2274,0.758,0.147
8.500,outbound,-92.119,-5.763,0.089,0.2409,0.758,0.147
8.600,outbound,-92.042,-5.746,0.091,0.2416,0.800,0.189
8.700,outbound,-91.962,-5.729,0.090,0.2477,0.800,0.105
8.800,outbound,-91.881,-5.712,0.090,0.2543,0.800,0.063
8.900,outbound,-91.804,-5.696,0.089,0.2631,0.800,0.316
9.000,outbound,-91.727,-5.674,0.092,0.2721,0.800,0.274
9.100,outbound,-91.645,-5.654,0.091,0.2818,0.800,0.274
9.200,outbound,-91.566,-5.631,0.089,0.2911,0.800,0.316
9.300,outbound,-91.486,-5.606,0.091,0.3007,0.800,0.147
9.400,outbound,-91.409,-5.581,0.091,0.3021,0.800,0.189
9.500,outbound,-91.330,-5.556,0.090,0.3054,0.800,0.189
9.600,outbound,-91.251,-5.530,0.089,0.3097,0.758,0.232
9.700,outbound,-91.173,-5.507,0.089,0.3113,0.758,0.105
9.800,outbound,-91.097,-5.481,0.089,0.3090,0.800,0.105
9.900,outbound,-91.018,-5.456,0.090,0.3134,0.800,0.189
10.000,outbound,-90.939,-5.432,0.089,0.3155,0.800,0.147
10.100,outbound,-90.860,-5.405,0.089,0.3190,0.758,0.189
10.200,outbound,-90.782,-5.380,0.089,0.3271,0.758,0.316
10.300,outbound,-90.704,-5.356,0.087,0.3346,0.800,0.358
10.400,outbound,-90.628,-5.328,0.089,0.3409,0.800,0.400
10.500,outbound,-90.553,-5.302,0.088,0.3455,0.758,0.316
10.600,outbound,-90.476,-5.274,0.088,0.3568,0.758,0.232
10.700,outbound,-90.399,-5.244,0.087,0.3635,0.800,0.316
10.800,outbound,-90.325,-5.216,0.088,0.3718,0.758,0.316
10.900,outbound,-90.250,-5.186,0.088,0.3757,0.800,0.274
11.000,outbound,-90.174,-5.157,0.087,0.3825,0.758,0.316
11.100,outbound,-90.100,-5.126,0.088,0.3935,0.800,0.358
11.200,outbound,-90.025,-5.097,0.087,0.4017,0.800,0.316
11.300,outbound,-89.949,-5.066,0.086,0.4098,0.758,0.316
11.400,outbound,-89.876,-5.030,0.087,0.4160,0.800,0.358
11.500,outbound,-89.799,-4.998,0.088,0.4238,0.800,0.274
11.600,outbound,-89.724,-4.963,0.087,0.4331,0.758,0.274
11.700,outbound,-89.648,-4.930,0.086,0.4397,0.800,0.316
11.800,outbound,-89.574,-4.893,0.087,0.4486,0.758,0.316
11.900,outbound,-89.503,-4.859,0.087,0.4545,0.800,0.316
12.000,outbound,-89.430,-4.823,0.087,0.4648,0.800,0.274
12.100,outbound,-89.357,-4.787,0.088,0.4709,0.800,0.316
12.200,outbound,-89.283,-4.751,0.086,0.4718,0.800,0.358
12.300,outbound,-89.207,-4.719,0.087,0.4861,0.800,0.232
12.400,outbound,-89.136,-4.681,0.087,0.4936,0.758,0.232
