time,phase,gt_x,gt_y,gt_z,gt_yaw,cmd_lin,cmd_ang
0.100,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.200,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.300,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.400,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.500,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.600,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.700,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.800,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.900,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.000,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.100,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.200,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.300,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.400,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.500,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.600,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.700,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.800,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.900,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.000,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.100,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.200,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.300,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.400,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.500,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.600,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.700,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.800,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.900,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.000,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.100,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.200,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.300,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.400,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.500,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.600,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.700,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.800,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.900,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.000,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.100,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.200,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.300,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.400,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.500,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.600,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.700,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.800,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.900,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
5.000,outbound,-94.947,-6.007,0.088,0.0575,0.800,-0.063
5.100,outbound,-94.895,-6.004,0.087,0.0499,0.758,-0.021
5.200,outbound,-94.818,-6.001,0.087,0.0479,0.800,-0.021
5.300,outbound,-94.737,-5.998,0.087,0.0478,0.800,0.063
5.400,outbound,-94.655,-5.993,0.085,0.0475,0.758,0.063
5.500,outbound,-94.575,-5.990,0.087,0.0437,0.758,0.063
5.600,outbound,-94.492,-5.986,0.086,0.0448,0.758,0.063
5.700,outbound,-94.413,-5.985,0.088,0.0454,0.800,0.147
5.800,outbound,-94.333,-5.980,0.087,0.0438,0.800,0.063
5.900,outbound,-94.253,-5.980,0.087,0.0465,0.758,0.063
6.000,outbound,-94.176,-5.980,0.086,0.0497,0.758,0.147
6.100,outbound,-94.099,-5.980,0.087,0.0497,0.800,0.189
6.200,outbound,-94.027,-5.974,0.090,0.0560,0.800,0.147
6.300,outbound,-93.948,-5.972,0.088,0.0601,0.800,0.105
6.400,outbound,-93.869,-5.964,0.088,0.0599,0.758,0.147
6.500,outbound,-93.787,-5.960,0.086,0.0642,0.800,0.232
6.600,outbound,-93.707,-5.956,0.086,0.0703,0.800,0.232
6.700,outbound,-93.626,-5.951,0.087,0.0734,0.758,0.232
6.800,outbound,-93.545,-5.951,0.087,0.0762,0.800,0.316
6.900,outbound,-93.463,-5.944,0.086,0.0828,0.800,0.189
7.000,outbound,-93.382,-5.940,0.088,0.0865,0.800,0.274
7.100,outbound,-93.302,-5.934,0.088,0.0949,0.758,0.274
7.200,outbound,-93.219,-5.926,0.088,0.1064,0.800,0.358
7.300,outbound,-93.141,-5.920,0.087,0.1138,0.800,0.316
7.400,outbound,-93.059,-5.912,0.089,0.1175,0.800,0.316
7.500,outbound,-92.976,-5.904,0.088,0.1232,0.800,0.358
7.600,outbound,-92.894,-5.897,0.088,0.1311,0.800,0.400
7.700,outbound,-92.812,-5.892,0.089,0.1379,0.758,0.400
7.800,outbound,-92.732,-5.882,0.089,0.1557,0.716,0.400
7.900,outbound,-92.658,-5.871,0.089,0.1646,0.716,0.400
8.000,outbound,-92.580,-5.859,0.089,0.1767,0.758,0.400
8.100,outbound,-92.502,-5.846,0.090,0.1877,0.800,0.400
8.200,outbound,-92.426,-5.836,0.088,0.2032,0.000,0.000
8.300,outbound,-92.368,-5.828,0.091,0.2016,0.800,0.105
8.400,outbound,-92.296,-5.812,0.091,0.1981,0.800,0.147
8.500,outbound,-92.215,-5.798,0.090,0.2002,0.800,0.189
8.600,outbound,-92.135,-5.784,0.089,0.2003,0.800,0.063
8.700,outbound,-92.054,-5.769,0.090,0.2044,0.800,0.147
8.800,outbound,-91.975,-5.754,0.091,0.2099,0.800,0.189
8.900,outbound,-91.893,-5.739,0.090,0.2163,0.800,0.147
9.000,outbound,-91.814,-5.726,0.091,0.2233,0.800,0.274
9.100,outbound,-91.734,-5.707,0.091,0.2417,0.758,0.316
9.200,outbound,-91.656,-5.691,0.091,0.2560,0.800,0.358
9.300,outbound,-91.575,-5.673,0.089,0.2650,0.758,0.358
9.400,outbound,-91.498,-5.653,0.089,0.2739,0.800,0.274
9.500,outbound,-91.417,-5.630,0.090,0.2805,0.758,0.274
9.600,outbound,-91.339,-5.607,0.089,0.2870,0.800,0.358
9.700,outbound,-91.262,-5.582,0.090,0.2948,0.800,0.400
9.800,outbound,-91.184,-5.558,0.089,0.3045,0.758,0.189
9.900,outbound,-91.108,-5.536,0.089,0.3051,0.800,0.189
10.000,outbound,-91.031,-5.512,0.088,0.3032,0.758,0.232
10.100,outbound,-90.954,-5.490,0.089,0.3126,0.800,0.232
10.200,outbound,-90.875,-5.465,0.088,0.3148,0.800,0.232
10.300,outbound,-90.795,-5.440,0.088,0.3181,0.800,0.232
10.400,outbound,-90.715,-5.413,0.088,0.3207,0.800,0.232
10.500,outbound,-90.636,-5.389,0.088,0.3364,0.800,0.274
10.600,outbound,-90.562,-5.362,0.089,0.3378,0.800,0.316
10.700,outbound,-90.486,-5.334,0.086,0.3432,0.800,0.316
10.800,outbound,-90.408,-5.306,0.086,0.3527,0.800,0.358
10.900,outbound,-90.329,-5.277,0.087,0.3621,0.758,0.400
11.000,outbound,-90.254,-5.249,0.088,0.3715,0.800,0.232
11.100,outbound,-90.178,-5.220,0.087,0.3712,0.800,0.189
11.200,outbound,-90.102,-5.190,0.087,0.3780,0.758,0.232
11.300,outbound,-90.028,-5.157,0.087,0.3873,0.800,0.274
11.400,outbound,-89.951,-5.125,0.086,0.3924,0.800,0.358
11.500,outbound,-89.875,-5.093,0.086,0.4065,0.758,0.400
11.600,outbound,-89.801,-5.062,0.087,0.4165,0.800,0.400
11.700,outbound,-89.727,-5.029,0.086,0.4263,0.800,0.358
11.800,outbound,-89.651,-4.995,0.086,0.4325,0.800,0.274
11.900,outbound,-89.577,-4.963,0.085,0.4427,0.800,0.316
12.000,outbound,-89.503,-4.928,0.087,0.4539,0.800,0.316
12.100,outbound,-89.430,-4.893,0.086,0.4595,0.758,0.274
12.200,outbound,-89.358,-4.856,0.086,0.4666,0.758,0.400
12.300,outbound,-89.290,-4.823,0.086,0.4741,0.800,0.400
12.400,outbound,-89.218,-4.786,0.087,0.4851,0.758,0.400
