time,phase,gt_x,gt_y,gt_z,gt_yaw,cmd_lin,cmd_ang
0.100,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.200,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.300,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.400,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.500,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.600,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.700,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.800,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.900,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.000,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.100,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.200,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.300,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.400,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.500,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.600,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.700,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.800,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.900,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.000,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.100,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.200,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.300,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.400,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.500,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.600,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.700,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.800,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.900,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.000,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.100,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.200,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.300,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.400,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.500,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.600,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.700,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.800,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.900,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.000,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.100,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.200,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.300,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.400,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.500,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.600,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.700,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.800,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.900,outbound,-94.952,-6.007,0.086,0.0599,0.758,-0.063
5.000,outbound,-94.905,-6.005,0.086,0.0493,0.758,-0.063
5.100,outbound,-94.831,-6.002,0.087,0.0445,-0.250,0.000
5.200,outbound,-94.791,-6.002,0.087,0.0251,0.000,0.000
5.300,outbound,-94.787,-6.001,0.087,0.0235,0.000,0.000
5.400,outbound,-94.788,-6.002,0.087,0.0235,0.000,0.000
5.500,outbound,-94.788,-6.002,0.087,0.0235,0.000,0.000
5.600,outbound,-94.789,-6.002,0.087,0.0235,0.000,0.000
5.700,outbound,-94.789,-6.002,0.087,0.0235,0.000,0.000
5.800,outbound,-94.789,-6.002,0.087,0.0235,0.000,0.000
5.900,outbound,-94.790,-6.002,0.087,0.0235,0.000,0.000
6.000,outbound,-94.789,-6.002,0.087,0.0232,0.000,0.000
6.100,outbound,-94.789,-6.002,0.087,0.0231,0.000,0.000
6.200,outbound,-94.789,-6.002,0.087,0.0232,0.000,0.000
6.300,outbound,-94.789,-6.002,0.087,0.0231,0.000,0.000
6.400,outbound,-94.789,-6.002,0.087,0.0231,0.000,0.000
6.500,outbound,-94.789,-6.002,0.087,0.0231,0.000,0.000
6.600,outbound,-94.788,-6.002,0.087,0.0231,0.000,0.000
6.700,outbound,-94.788,-6.002,0.087,0.0231,0.000,0.000
6.800,outbound,-94.788,-6.002,0.087,0.0231,0.000,0.000
6.900,outbound,-94.779,-6.002,0.087,0.0279,0.000,0.000
7.000,outbound,-94.760,-6.000,0.087,0.0233,0.800,-0.105
7.100,outbound,-94.702,-6.000,0.087,0.0249,0.000,0.000
7.200,outbound,-94.635,-5.999,0.086,0.0226,0.000,0.000
7.300,outbound,-94.577,-5.998,0.087,0.0223,0.000,0.000
7.400,outbound,-94.518,-5.997,0.087,0.0116,0.758,-0.105
7.500,outbound,-94.439,-5.998,0.087,0.0095,0.800,-0.105
7.600,outbound,-94.375,-5.998,0.085,0.0024,0.000,0.000
7.700,outbound,-94.353,-5.999,0.086,0.0008,0.000,0.000
7.800,outbound,-94.353,-5.999,0.086,0.0014,0.000,0.000
7.900,outbound,-94.353,-5.999,0.086,0.0015,0.000,0.000
8.000,outbound,-94.354,-5.999,0.086,0.0015,0.000,0.000
8.100,outbound,-94.354,-5.999,0.086,0.0015,0.000,0.000
8.200,outbound,-94.355,-5.999,0.086,0.0015,0.000,0.000
8.300,outbound,-94.342,-5.999,0.088,-0.0014,0.000,0.000
8.400,outbound,-94.330,-5.999,0.086,-0.0136,0.000,0.000
8.500,outbound,-94.331,-5.999,0.086,-0.0143,0.000,0.000
8.600,outbound,-94.332,-5.999,0.086,-0.0145,0.000,0.000
8.700,outbound,-94.334,-5.999,0.086,-0.0144,0.000,0.000
8.800,outbound,-94.334,-5.999,0.086,-0.0142,0.000,0.000
8.900,outbound,-94.334,-5.999,0.086,-0.0142,0.000,0.000
9.000,outbound,-94.334,-5.999,0.086,-0.0142,0.000,0.000
9.100,outbound,-94.334,-5.999,0.086,-0.0142,0.000,0.000
9.200,outbound,-94.334,-5.999,0.086,-0.0142,0.000,0.000
9.300,outbound,-94.325,-5.999,0.087,-0.0175,0.000,0.000
9.400,outbound,-94.298,-6.003,0.088,-0.0095,0.758,-0.147
9.500,outbound,-94.270,-6.004,0.085,-0.0072,-0.250,0.000
9.600,outbound,-94.277,-6.004,0.087,-0.0083,0.000,0.000
9.700,outbound,-94.280,-6.002,0.087,-0.0082,0.000,0.000
9.800,outbound,-94.276,-6.004,0.087,-0.0084,0.000,0.000
9.900,outbound,-94.272,-6.004,0.086,-0.0088,0.000,0.000
10.000,outbound,-94.268,-6.004,0.085,-0.0090,0.000,0.000
10.100,outbound,-94.266,-6.004,0.085,-0.0087,0.000,0.000
10.200,outbound,-94.265,-6.004,0.085,-0.0089,0.000,0.000
10.300,outbound,-94.265,-6.004,0.085,-0.0089,0.000,0.000
10.400,outbound,-94.256,-6.004,0.089,-0.0101,0.000,0.000
10.500,outbound,-94.227,-6.009,0.087,-0.0064,0.758,-0.147
10.600,outbound,-94.168,-6.011,0.088,-0.0029,0.758,-0.063
10.700,outbound,-94.104,-6.011,0.087,-0.0020,-0.250,0.000
10.800,outbound,-94.067,-6.011,0.088,-0.0178,0.000,0.000
10.900,outbound,-94.063,-6.012,0.087,-0.0182,0.000,0.000
11.000,outbound,-94.066,-6.012,0.087,-0.0182,0.000,0.000
11.100,outbound,-94.070,-6.011,0.086,-0.0178,0.000,0.000
11.200,outbound,-94.072,-6.011,0.086,-0.0183,0.000,0.000
11.300,outbound,-94.072,-6.011,0.086,-0.0183,0.000,0.000
11.400,outbound,-94.072,-6.011,0.086,-0.0184,0.000,0.000
11.500,outbound,-94.072,-6.011,0.086,-0.0183,0.800,-0.063
11.600,outbound,-94.056,-6.011,0.089,-0.0077,0.000,0.000
11.700,outbound,-94.045,-6.015,0.089,-0.0040,0.000,0.000
11.800,outbound,-94.032,-6.016,0.087,-0.0041,0.758,-0.063
11.900,outbound,-93.987,-6.008,0.088,-0.0077,0.000,0.000
12.000,outbound,-93.954,-6.012,0.087,-0.0100,0.000,0.000
12.100,outbound,-93.948,-6.010,0.087,-0.0126,0.000,0.000
12.200,outbound,-93.952,-6.010,0.087,-0.0130,0.000,0.000
12.300,outbound,-93.953,-6.009,0.087,-0.0121,0.000,0.000
