time,phase,gt_x,gt_y,gt_z,gt_yaw,cmd_lin,cmd_ang
0.100,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.200,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.300,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.400,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.500,outbound,-94.943,-6.006,0.087,0.0577,0.600,0.348
0.600,outbound,-94.892,-6.002,0.087,0.0652,0.600,0.354
0.700,outbound,-94.831,-5.997,0.087,0.0736,0.600,0.349
0.800,outbound,-94.777,-5.993,0.086,0.0797,0.600,0.331
0.900,outbound,-94.720,-5.986,0.087,0.0902,0.600,0.326
1.000,outbound,-94.669,-5.982,0.085,0.0948,0.600,0.315
1.100,outbound,-94.613,-5.976,0.087,0.1043,0.600,0.308
1.200,outbound,-94.559,-5.970,0.087,0.1140,0.600,0.295
1.300,outbound,-94.502,-5.961,0.087,0.1187,0.600,0.285
1.400,outbound,-94.440,-5.954,0.088,0.1230,0.600,0.273
1.500,outbound,-94.376,-5.947,0.087,0.1281,0.600,0.268
1.600,outbound,-94.323,-5.940,0.087,0.1346,0.180,0.600
1.700,outbound,-94.281,-5.933,0.085,0.1410,0.600,0.249
1.800,outbound,-94.233,-5.927,0.087,0.1469,0.600,0.242
1.900,outbound,-94.178,-5.919,0.087,0.1559,0.600,0.237
2.000,outbound,-94.117,-5.910,0.088,0.1570,0.600,0.229
2.100,outbound,-94.066,-5.903,0.089,0.1647,0.600,0.219
2.200,outbound,-94.014,-5.893,0.087,0.1709,0.600,0.215
2.300,outbound,-93.962,-5.887,0.087,0.1751,0.600,0.202
2.400,outbound,-93.906,-5.882,0.087,0.1768,0.600,0.194
2.500,outbound,-93.847,-5.873,0.088,0.1853,0.600,0.195
2.600,outbound,-93.793,-5.865,0.087,0.1910,0.600,0.189
2.700,outbound,-93.746,-5.856,0.087,0.1969,0.600,0.177
2.800,outbound,-93.689,-5.844,0.087,0.2010,0.180,0.600
2.900,outbound,-93.644,-5.840,0.088,0.2080,0.600,0.161
3.000,outbound,-93.602,-5.834,0.089,0.2200,0.600,0.157
3.100,outbound,-93.555,-5.825,0.090,0.2267,0.600,0.145
3.200,outbound,-93.510,-5.815,0.088,0.2401,0.600,0.127
3.300,outbound,-93.458,-5.804,0.090,0.2455,0.600,0.115
3.400,outbound,-93.399,-5.789,0.090,0.2518,0.600,0.098
3.500,outbound,-93.339,-5.775,0.090,0.2510,0.600,0.093
3.600,outbound,-93.283,-5.760,0.091,0.2548,0.600,0.087
3.700,outbound,-93.235,-5.748,0.089,0.2577,0.600,0.085
3.800,outbound,-93.186,-5.735,0.089,0.2582,0.180,0.600
3.900,outbound,-93.151,-5.725,0.090,0.2701,0.180,0.600
4.000,outbound,-93.115,-5.716,0.090,0.2768,0.600,0.068
4.100,outbound,-93.078,-5.704,0.091,0.2877,0.180,0.600
4.200,outbound,-93.052,-5.697,0.091,0.3016,0.600,0.044
4.300,outbound,-93.018,-5.685,0.090,0.3140,0.600,0.023
4.400,outbound,-92.971,-5.671,0.090,0.3146,0.600,0.007
4.500,outbound,-92.912,-5.652,0.090,0.3132,0.600,-0.003
4.600,outbound,-92.853,-5.634,0.091,0.3156,0.180,0.600
4.700,outbound,-92.814,-5.622,0.091,0.3244,0.600,-0.005
4.800,outbound,-92.766,-5.603,0.091,0.3266,0.600,-0.015
4.900,outbound,-92.707,-5.584,0.091,0.3261,0.600,-0.021
5.000,outbound,-92.649,-5.563,0.090,0.3246,0.600,-0.022
5.100,outbound,-92.590,-5.545,0.091,0.3222,0.600,-0.021
5.200,outbound,-92.531,-5.526,0.091,0.3230,0.600,-0.021
5.300,outbound,-92.482,-5.509,0.091,0.3254,0.600,-0.018
5.400,outbound,-92.433,-5.495,0.091,0.3292,0.600,-0.019
5.500,outbound,-92.378,-5.476,0.091,0.3287,0.600,-0.025
5.600,outbound,-92.323,-5.457,0.091,0.3328,0.600,-0.025
5.700,outbound,-92.264,-5.438,0.091,0.3332,0.600,-0.030
5.800,outbound,-92.213,-5.420,0.090,0.3354,0.600,-0.034
5.900,outbound,-92.161,-5.403,0.090,0.3341,0.600,-0.031
6.000,outbound,-92.107,-5.385,0.091,0.3328,0.600,-0.036
6.100,outbound,-92.053,-5.366,0.090,0.3329,0.600,-0.038
6.200,outbound,-91.994,-5.347,0.090,0.3317,0.180,0.600
6.300,outbound,-91.959,-5.337,0.091,0.3428,0.180,0.600
6.400,outbound,-91.926,-5.327,0.090,0.3537,0.180,0.600
6.500,outbound,-91.898,-5.317,0.090,0.3637,0.600,-0.059
6.600,outbound,-91.854,-5.298,0.091,0.3631,0.600,-0.069
6.700,outbound,-91.797,-5.276,0.091,0.3587,0.180,0.600
6.800,outbound,-91.760,-5.263,0.091,0.3619,0.600,-0.076
6.900,outbound,-91.711,-5.244,0.090,0.3602,0.180,0.600
7.000,outbound,-91.675,-5.232,0.091,0.3698,0.600,-0.078
7.100,outbound,-91.629,-5.213,0.091,0.3692,0.600,-0.086
7.200,outbound,-91.574,-5.191,0.092,0.3645,0.180,0.600
7.300,outbound,-91.527,-5.173,0.090,0.3662,0.600,-0.092
7.400,outbound,-91.470,-5.151,0.090,0.3637,0.600,-0.086
7.500,outbound,-91.411,-5.130,0.091,0.3628,0.600,-0.087
7.600,outbound,-91.359,-5.110,0.092,0.3577,0.600,-0.083
7.700,outbound,-91.305,-5.089,0.092,0.3539,0.600,-0.076
7.800,outbound,-91.246,-5.069,0.093,0.3546,0.600,-0.076
7.900,outbound,-91.188,-5.048,0.090,0.3534,0.600,-0.069
8.000,outbound,-91.131,-5.026,0.091,0.3536,0.600,-0.071
8.100,outbound,-91.077,-5.008,0.091,0.3550,0.180,0.600
8.200,outbound,-91.047,-4.996,0.090,0.3605,0.600,-0.070
8.300,outbound,-91.015,-4.984,0.092,0.3484,0.180,-0.600
8.400,outbound,-90.984,-4.971,0.092,0.3404,0.180,-0.600
8.500,outbound,-90.955,-4.960,0.091,0.3243,0.600,-0.051
8.600,outbound,-90.921,-4.947,0.092,0.3183,0.600,-0.043
8.700,outbound,-90.886,-4.936,0.091,0.3052,0.180,-0.600
8.800,outbound,-90.854,-4.926,0.091,0.2949,0.180,-0.600
8.900,outbound,-90.833,-4.918,0.091,0.2810,0.600,0.006
9.000,outbound,-90.789,-4.905,0.091,0.2754,0.600,0.026
9.100,outbound,-90.736,-4.891,0.092,0.2731,0.600,0.041
9.200,outbound,-90.682,-4.875,0.092,0.2728,0.600,0.043
9.300,outbound,-90.621,-4.860,0.091,0.2725,0.600,0.051
9.400,outbound,-90.568,-4.844,0.090,0.2693,0.180,-0.600
9.500,outbound,-90.533,-4.833,0.091,0.2599,0.180,-0.600
9.600,outbound,-90.505,-4.825,0.091,0.2395,0.600,0.065
9.700,outbound,-90.462,-4.814,0.091,0.2365,0.600,0.087
9.800,outbound,-90.404,-4.800,0.091,0.2379,0.600,0.103
9.900,outbound,-90.346,-4.787,0.090,0.2410,0.600,0.102
10.000,outbound,-90.286,-4.773,0.090,0.2448,0.600,0.102
10.100,outbound,-90.229,-4.759,0.090,0.2426,0.600,0.098
10.200,outbound,-90.172,-4.745,0.090,0.2437,0.600,0.094
10.300,outbound,-90.113,-4.730,0.090,0.2431,0.600,0.099
10.400,outbound,-90.052,-4.716,0.090,0.2433,0.180,-0.600
10.500,outbound,-90.002,-4.702,0.090,0.2389,0.600,0.099
10.600,outbound,-89.945,-4.690,0.090,0.2399,0.180,-0.600
10.700,outbound,-89.910,-4.680,0.089,0.2271,0.180,-0.600
10.800,outbound,-89.880,-4.674,0.090,0.2210,0.600,0.113
10.900,outbound,-89.836,-4.664,0.089,0.2177,0.600,0.140
11.000,outbound,-89.784,-4.653,0.088,0.2177,0.600,0.134
11.100,outbound,-89.724,-4.640,0.089,0.2219,0.600,0.143
11.200,outbound,-89.671,-4.628,0.088,0.2178,0.600,0.138
11.300,outbound,-89.617,-4.618,0.088,0.2216,0.180,-0.600
11.400,outbound,-89.580,-4.608,0.088,0.2138,0.600,0.140
11.500,outbound,-89.532,-4.596,0.088,0.2150,0.600,0.142
11.600,outbound,-89.481,-4.584,0.089,0.2100,0.180,-0.600
11.700,outbound,-89.443,-4.577,0.088,0.2088,0.180,-0.600
11.800,outbound,-89.399,-4.569,0.089,0.2120,0.600,0.163
11.900,outbound,-89.340,-4.557,0.089,0.2145,0.600,0.160
12.000,outbound,-89.284,-4.545,0.088,0.2073,0.180,-0.600
12.100,outbound,-89.257,-4.538,0.087,0.1832,0.600,0.150
12.200,outbound,-89.217,-4.529,0.089,0.1797,0.600,0.183
12.300,outbound,-89.162,-4.518,0.088,0.1817,0.600,0.206
