time,phase,gt_x,gt_y,gt_z,gt_yaw,cmd_lin,cmd_ang
0.100,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.200,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.300,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.400,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.500,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.600,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.700,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.800,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
0.900,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.000,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.100,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.200,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.300,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.400,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.500,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.600,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.700,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.800,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
1.900,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.000,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.100,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.200,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.300,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.400,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.500,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.600,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.700,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.800,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
2.900,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.000,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.100,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.200,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.300,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.400,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.500,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.600,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.700,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.800,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
3.900,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.000,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.100,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.200,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.300,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.400,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.500,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.600,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.700,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.800,outbound,-94.959,-6.007,0.086,0.0653,0.000,0.000
4.900,outbound,-94.947,-6.007,0.088,0.0575,0.800,-0.063
5.000,outbound,-94.895,-6.004,0.087,0.0503,0.758,-0.021
5.100,outbound,-94.818,-6.001,0.087,0.0490,0.800,-0.021
5.200,outbound,-94.738,-5.998,0.088,0.0497,0.800,0.063
5.300,outbound,-94.656,-5.993,0.085,0.0501,0.758,-0.063
5.400,outbound,-94.577,-5.991,0.087,0.0436,0.758,0.063
5.500,outbound,-94.494,-5.987,0.086,0.0441,0.758,0.063
5.600,outbound,-94.414,-5.987,0.087,0.0438,0.800,0.063
5.700,outbound,-94.335,-5.983,0.087,0.0421,0.800,0.063
5.800,outbound,-94.255,-5.981,0.087,0.0430,0.758,0.063
5.900,outbound,-94.178,-5.976,0.086,0.0451,0.758,0.147
6.000,outbound,-94.099,-5.980,0.088,0.0505,0.800,0.189
6.100,outbound,-94.020,-5.977,0.089,0.0532,0.800,0.147
6.200,outbound,-93.939,-5.972,0.088,0.0585,0.758,0.147
6.300,outbound,-93.861,-5.970,0.088,0.0626,0.758,0.147
6.400,outbound,-93.784,-5.966,0.087,0.0662,0.800,0.232
6.500,outbound,-93.704,-5.965,0.086,0.0778,0.800,0.232
6.600,outbound,-93.624,-5.961,0.086,0.0806,0.758,0.189
6.700,outbound,-93.545,-5.961,0.087,0.0819,0.758,0.232
6.800,outbound,-93.465,-5.953,0.087,0.0846,0.800,0.232
6.900,outbound,-93.385,-5.948,0.088,0.0923,0.800,0.274
7.000,outbound,-93.306,-5.942,0.087,0.0992,0.758,0.274
7.100,outbound,-93.224,-5.935,0.087,0.1082,0.800,0.316
7.200,outbound,-93.144,-5.931,0.087,0.1091,0.800,0.358
7.300,outbound,-93.061,-5.925,0.088,0.1186,0.800,0.316
7.400,outbound,-92.978,-5.919,0.088,0.1312,0.758,0.316
7.500,outbound,-92.897,-5.909,0.089,0.1412,0.800,0.400
7.600,outbound,-92.817,-5.900,0.089,0.1505,0.758,0.400
7.700,outbound,-92.735,-5.890,0.088,0.1667,0.800,0.358
7.800,outbound,-92.655,-5.879,0.090,0.1739,0.800,0.400
7.900,outbound,-92.575,-5.866,0.090,0.1834,0.800,0.400
8.000,outbound,-92.496,-5.852,0.089,0.1905,0.800,0.400
8.100,outbound,-92.424,-5.843,0.089,0.2045,0.000,0.189
8.200,outbound,-92.379,-5.838,0.091,0.2027,0.800,0.105
8.300,outbound,-92.316,-5.824,0.089,0.1961,0.758,0.147
8.400,outbound,-92.241,-5.812,0.089,0.2022,0.758,0.147
8.500,outbound,-92.167,-5.799,0.089,0.2017,0.800,0.189
8.600,outbound,-92.088,-5.783,0.090,0.2052,0.800,0.105
8.700,outbound,-92.008,-5.771,0.090,0.2100,0.800,0.105
8.800,outbound,-91.927,-5.757,0.089,0.2135,0.758,0.147
8.900,outbound,-91.850,-5.744,0.090,0.2167,0.800,0.232
9.000,outbound,-91.771,-5.731,0.091,0.2280,0.800,0.316
9.100,outbound,-91.689,-5.715,0.089,0.2371,0.800,0.274
9.200,outbound,-91.611,-5.700,0.089,0.2527,0.716,0.316
9.300,outbound,-91.537,-5.680,0.091,0.2678,0.758,0.316
9.400,outbound,-91.460,-5.660,0.090,0.2781,0.758,0.189
9.500,outbound,-91.381,-5.641,0.089,0.2823,0.800,0.274
9.600,outbound,-91.300,-5.618,0.089,0.2862,0.800,0.316
9.700,outbound,-91.220,-5.596,0.090,0.2943,0.800,0.316
9.800,outbound,-91.142,-5.570,0.090,0.3017,0.800,0.274
9.900,outbound,-91.062,-5.546,0.088,0.3138,0.800,0.232
10.000,outbound,-90.983,-5.523,0.090,0.3166,0.800,0.274
10.100,outbound,-90.904,-5.497,0.088,0.3221,0.800,0.232
10.200,outbound,-90.826,-5.471,0.088,0.3276,0.758,0.274
10.300,outbound,-90.747,-5.445,0.087,0.3317,0.758,0.189
10.400,outbound,-90.671,-5.417,0.088,0.3374,0.800,0.189
10.500,outbound,-90.595,-5.391,0.088,0.3407,0.800,0.232
10.600,outbound,-90.518,-5.363,0.087,0.3449,0.758,0.232
10.700,outbound,-90.442,-5.336,0.087,0.3508,0.800,0.316
10.800,outbound,-90.364,-5.308,0.087,0.3597,0.758,0.274
10.900,outbound,-90.288,-5.281,0.087,0.3655,0.800,0.358
11.000,outbound,-90.212,-5.252,0.087,0.3685,0.800,0.316
11.100,outbound,-90.135,-5.225,0.087,0.3784,0.800,0.274
11.200,outbound,-90.062,-5.196,0.087,0.3771,0.758,0.232
11.300,outbound,-89.988,-5.166,0.086,0.3838,0.800,0.316
11.400,outbound,-89.910,-5.136,0.086,0.3929,0.800,0.358
11.500,outbound,-89.835,-5.103,0.086,0.4000,0.800,0.274
11.600,outbound,-89.760,-5.071,0.085,0.4074,0.800,0.400
11.700,outbound,-89.683,-5.041,0.087,0.4203,0.758,0.400
11.800,outbound,-89.611,-5.011,0.085,0.4277,0.758,0.400
11.900,outbound,-89.539,-4.979,0.086,0.4410,0.800,0.400
12.000,outbound,-89.465,-4.943,0.086,0.4533,0.800,0.274
12.100,outbound,-89.390,-4.907,0.085,0.4604,0.758,0.316
12.200,outbound,-89.317,-4.873,0.086,0.4676,0.800,0.358
12.300,outbound,-89.246,-4.836,0.087,0.4729,0.758,0.358
12.400,outbound,-89.172,-4.800,0.087,0.4807,0.800,0.358
