# timestamp x y z qx qy qz qw
1326030975.726043 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1326030976.126046 0.013392 0.007474 -0.047851 0.000204 -0.001473 -0.001413 0.999998
1326030976.526068 0.003924 0.005326 -0.034691 0.000166 -0.000957 -0.001466 0.999998
1326030976.926055 0.000540 0.000467 -0.026951 0.000016 -0.000251 0.000306 1.000000
1326030977.326079 -0.009914 -0.002990 -0.025673 0.000022 -0.000247 -0.001309 0.999999
1326030977.726128 -0.004332 0.001441 -0.019313 0.000086 -0.000506 -0.001596 0.999999
1326030978.126099 0.003876 0.003491 -0.027928 0.000105 -0.000981 -0.001678 0.999998
1326030978.526107 -0.004747 -0.000784 -0.023422 0.000039 -0.000338 -0.000162 1.000000
1326030978.926128 -0.010865 -0.005899 -0.021391 0.000039 -0.000330 -0.001124 0.999999
1326030979.326127 -0.018028 -0.003219 -0.022553 0.000042 -0.000308 -0.001917 0.999998
1326030979.726140 -0.001884 -0.002674 -0.029233 0.000127 -0.000889 -0.001750 0.999998
1326030980.126139 -0.004026 -0.003042 -0.025237 0.000027 -0.000292 -0.000206 1.000000
1326030980.726148 -0.021676 -0.005670 -0.025084 0.000044 -0.000376 -0.001598 0.999999
1326030981.126158 -0.016535 -0.003876 -0.026136 0.000036 -0.000424 -0.001568 0.999999
1326030981.526179 -0.003431 -0.010440 -0.018998 0.000102 -0.000595 -0.001583 0.999999
1326030981.926183 -0.022977 -0.002857 -0.030572 -0.000094 0.000136 -0.000192 1.000000
1326030982.326230 -0.032615 -0.005404 -0.027002 0.000003 0.000209 -0.001182 0.999999
1326030982.726240 -0.020456 -0.000475 -0.027974 0.000093 -0.000881 0.000084 1.000000
1326030983.126202 -0.028897 -0.012595 -0.032719 -0.000093 -0.000044 -0.000665 1.000000
1326030983.526209 -0.038425 -0.019336 -0.033539 -0.000200 0.001127 -0.001798 0.999998
1326030983.926229 -0.014280 -0.006541 -0.024558 0.000095 -0.000558 -0.000112 1.000000
1326030984.326235 -0.028508 -0.002358 -0.024698 0.000046 -0.000360 0.000287 1.000000
1326030984.726244 -0.019911 -0.008479 -0.024404 0.000038 -0.000324 -0.000976 0.999999
1326030985.126246 -0.039211 -0.022983 -0.033355 -0.000131 0.000678 -0.001405 0.999999
1326030985.526262 -0.030992 -0.018390 -0.026450 0.000073 -0.000646 -0.000359 1.000000
1326030985.926271 -0.034971 -0.008372 -0.018290 0.000091 -0.000429 0.000206 1.000000
1326030986.326280 -0.030716 -0.015088 -0.030141 0.000006 -0.000263 -0.001032 0.999999
1326030986.726295 -0.019855 -0.005611 -0.024883 0.000039 -0.000325 -0.001295 0.999999
1326030987.126349 -0.034084 -0.017811 -0.024500 0.000037 -0.000120 -0.001851 0.999998
1326030987.526306 -0.007939 -0.007373 -0.022101 0.000097 -0.000669 -0.000274 1.000000
1326030987.926307 -0.019102 -0.010890 -0.027109 0.000025 -0.000338 -0.001273 0.999999
1326030988.326606 -0.016183 -0.013601 -0.024242 0.000053 -0.000450 -0.001275 0.999999
1326030988.726334 -0.005489 -0.009958 -0.018665 0.000174 -0.000859 -0.001663 0.999998
1326030989.126335 0.001254 -0.006334 -0.027660 0.000127 -0.000844 -0.001643 0.999998
1326030989.526414 -0.004671 -0.008679 -0.023765 0.000069 -0.000471 -0.000141 1.000000
1326030989.926361 -0.011876 -0.007034 -0.010013 0.000321 -0.002422 -0.001700 0.999996
1326030990.326364 -0.003679 0.000546 -0.013302 0.000590 -0.004248 -0.001863 0.999989
1326030990.726392 0.003410 -0.008014 -0.027283 0.000082 -0.000757 -0.000131 1.000000
1326030991.126379 -0.014042 0.004237 -0.016298 0.000432 -0.003109 -0.000004 0.999995
1326030991.526415 -0.002157 -0.009071 -0.023445 0.000132 -0.000828 -0.000027 1.000000
1326030991.926402 -0.013993 -0.008410 -0.031785 0.000455 -0.003692 -0.001781 0.999991
1326030992.326413 -0.000130 -0.010247 -0.016390 0.000196 -0.001418 -0.000460 0.999999
1326030992.726428 0.005837 -0.013014 -0.018056 0.000215 -0.001800 0.000079 0.999998
1326030993.126422 0.011420 -0.006104 -0.021283 0.000203 -0.001365 -0.000147 0.999999
1326030993.526443 0.004212 -0.006801 -0.021999 0.000198 -0.001469 -0.000974 0.999998
1326030993.926450 -0.007824 -0.013522 -0.022557 0.000187 -0.001531 -0.001059 0.999998
